Covid Data
"Sep 15, 2020"
"May 19, 2020"
"1,534,543"
"May 18, 2020"
"1,513,644"
"May 17, 2020"
"1,492,628"
"May 16, 2020"
"1,472,594"
"May 15, 2020"
"1,447,916"
"May 14, 2020"
"1,423,232"
"May 13, 2020"
"1,396,434"
"May 12, 2020"
"1,375,162"
"May 11, 2020"
"1,352,461"
"May 10, 2020"
"1,334,222"
"May 9, 2020"
"1,312,831"
"May 8, 2020"
"1,288,043"
"May 7, 2020"
"1,260,396"
"May 6, 2020"
"1,232,836"
"May 5, 2020"
"1,207,740"
"May 4, 2020"
"1,185,294"
"May 3, 2020"
"1,162,648"
"May 2, 2020"
"1,136,941"
"May 1, 2020"
"1,107,793"
"Apr 30, 2020"
"1,074,764"
"Apr 29, 2020"
"1,045,215"
"Apr 28, 2020"
"1,018,489"
"Apr 27, 2020"
"993,206"
"Apr 26, 2020"
"970,508"
"Apr 25, 2020"
"943,197"
"Apr 24, 2020"
"907,325"
"Apr 23, 2020"
"873,091"
"Apr 22, 2020"
"841,281"
"Apr 21, 2020"
"812,326"
"Apr 20, 2020"
"785,965"
"Apr 19, 2020"
"760,066"
"Apr 18, 2020"
"732,679"
"Apr 17, 2020"
"704,773"
"Apr 16, 2020"
"672,760"
"Apr 15, 2020"
"641,781"
"Apr 14, 2020"
"611,472"
"Apr 13, 2020"
"585,763"
"Apr 12, 2020"
"560,563"
"Apr 11, 2020"
"532,800"
"Apr 10, 2020"
"502,294"
"Apr 9, 2020"
"467,911"
"Apr 8, 2020"
"433,416"
"Apr 7, 2020"
"402,821"
"Apr 6, 2020"
"371,936"
"Apr 5, 2020"
"342,934"
"Apr 4, 2020"
"317,434"
"Apr 3, 2020"
"284,222"
"Apr 2, 2020"
"252,146"
"Apr 1, 2020"
"224,086"
"Mar 31, 2020"
"198,295"
"Mar 30, 2020"
"173,442"
"Mar 29, 2020"
"151,400"
"Mar 28, 2020"
"131,819"
"Mar 27, 2020"
"112,127"
"Mar 26, 2020"
"92,999"
"Mar 25, 2020"
"75,279"
"Mar 24, 2020"
"62,371"
"Mar 23, 2020"
"51,602"
"Mar 22, 2020"
"40,163"
"Mar 21, 2020"
"31,038"
"Mar 20, 2020"
"24,245"
"Mar 19, 2020"
"18,098"
"Mar 18, 2020"
"13,447"
"Mar 17, 2020"
"10,358"
"Mar 16, 2020"
"6,808"
"Mar 15, 2020"
"5,314"
"Mar 14, 2020"
"4,199"
"Mar 13, 2020"
"3,391"
"Mar 12, 2020"
"2,440"
"Mar 11, 2020"
"1,834"
"Mar 10, 2020"
"1,385"
"Mar 9, 2020"
"1,050"
"Mar 8, 2020"
793
"Mar 7, 2020"
618
"Mar 6, 2020"
458
"Mar 5, 2020"
360
"Mar 4, 2020"
259
"Mar 3, 2020"
126
"Mar 2, 2020"
85
"Mar 1, 2020"
45
"Feb 29, 2020"
18
"Feb 28, 2020"
0
"Feb 27, 2020"
0
"Feb 26, 2020"
0
"Feb 25, 2020"
0
"Feb 24, 2020"
0
"Feb 23, 2020"
0
"Feb 22, 2020"
0
"Feb 21, 2020"
0
"Feb 20, 2020"
0
"Feb 19, 2020"
0
"Feb 18, 2020"
0
"Feb 17, 2020"
0
"Feb 16, 2020"
0
"Feb 15, 2020"
0
"Feb 14, 2020"
0
"Feb 13, 2020"
0
"Feb 12, 2020"
0
"Feb 11, 2020"
0
"Feb 10, 2020"
0
"Feb 9, 2020"
0
"Feb 8, 2020"
0
"Feb 7, 2020"
0
"Feb 6, 2020"
0
"Feb 5, 2020"
0
"Feb 4, 2020"
0
"Feb 3, 2020"
0
"Feb 2, 2020"
0
"Feb 1, 2020"
0
"Jan 31, 2020"
0
"Jan 30, 2020"
0
"Jan 29, 2020"
0
"Jan 28, 2020"
0
"Jan 27, 2020"
0
"Jan 26, 2020"
0
"Jan 25, 2020"
0
"Jan 24, 2020"
0
